[2019-09-26 08:10:07,048][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-26 08:10:16,963][DEBUG|parseNewProvider.py:29] >> 스픽나우 - 인공지능 영어회화, 259270.0, ai.moneybrain.speaknow, 교육, Moneybrain, 1000.0, 37.0, 4.4, 100, 14, 11, 0, 11, 2019년 9월 25일, https://www.speaknow.ai%20, Moneybrain, 
[2019-09-26 08:10:23,541][DEBUG|parseNewProvider.py:29] >> VOA 뉴스로 영어공부, 리스닝, 영어학습 Learn English S+plus, 259271.0, air.com.myappfactory.learnenglishSS.v3, 교육, My App Factory, 10000.0, 207.0, 4.6, 100, 31, 8, 2, 1, 2019년 7월 27일, http://myappfactory.tistory.com/, , 6653680553960089069
[2019-09-26 08:10:29,903][DEBUG|parseNewProvider.py:29] >> 마이타운, 259272.0, co.my_town.android, 라이프스타일, 주식회사 살다, 500.0, 7.0, 5.0, 100, 0, 0, 0, 0, 2019년 9월 20일, http://my-town.co, %EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC+%EC%82%B4%EB%8B%A4, 
[2019-09-26 08:10:36,145][DEBUG|parseNewProvider.py:29] >> 식물박사 VR 옥수수성장, 259273.0, com.Company.VRPlantApp2, 교육, BIGSSpringtree, 5.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 12일, http://bigsspringtree.com, BIGSSpringtree, 
[2019-09-26 08:10:42,546][DEBUG|parseNewProvider.py:29] >> 台灣樂透彩, 259274.0, com.DogHead.Lotto, 도구, DogLeg, 1000000.0, 35086.0, 4.5, 100, 25, 10, 2, 5, 2019년 9월 15일, mailto:doghead88@gmail.com, DogLeg, 
[2019-09-26 08:10:48,990][DEBUG|parseNewProvider.py:29] >> 실제 자동차 운전 게임 무료 3D 레이싱, 259275.0, com.Nitxgames.KiaCarRacingSimulator, 자동차 경주, Nit'X  Games, 10000.0, 128.0, 3.2, 100, 11, 8, 4, 77, 2019년 9월 13일, https://nitxgames.com, Nit%27X++Games, 
[2019-09-26 08:10:55,186][DEBUG|parseNewProvider.py:29] >> 발란 - 럭셔리 온라인 부티크, 259276.0, com.app.balaan.balaanboutique, 쇼핑, BALAAN Co., Ltd., 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 24일, mailto:support@balaan.co.kr, BALAAN+Co.,+Ltd., 
[2019-09-26 08:11:01,471][DEBUG|parseNewProvider.py:29] >> 휴대폰 공기청정기(휴공기), 259277.0, com.backairmotion.air, 도구, 초키미, 500.0, 31.0, 4.7, 100, 11, 3, 0, 3, 2019년 8월 9일, mailto:chokimimaster@gmail.com, %EC%B4%88%ED%82%A4%EB%AF%B8, 
[2019-09-26 08:11:07,896][DEBUG|parseNewProvider.py:29] >> Mencegah Serangan Hacker, 259278.0, com.berbagilmu.hacking, 도서/참고자료, Genius Edukasi, 10000.0, 119.0, 0, 0, 0, 0, 0, 0, 2017년 10월 30일, http://www.geniusedukasi.com, Genius+Edukasi, 
[2019-09-26 08:11:14,185][DEBUG|parseNewProvider.py:29] >> CHANEL CODE, 259279.0, com.chanel.fnb.kapp, 라이프스타일, CHANEL, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 23일, mailto:customer.service@chanel.co.kr, CHANEL, 
[2019-09-26 08:11:20,875][DEBUG|parseNewProvider.py:29] >> CloudBeats 클라우드뮤직 플레이어, 259280.0, com.cloudbeats, 음악/오디오, CloudBeats, 100000.0, 2304.0, 3.8, 100, 39, 18, 14, 31, 2019년 9월 22일, https://www.cloudbeatsapp.com, CloudBeats, 
[2019-09-26 08:11:27,276][DEBUG|parseNewProvider.py:29] >> Color Saw 3D, 259281.0, com.colorsaw.game, 퍼즐, Good Job Games, 500000.0, 1085.0, 4.5, 100, 7, 4, 3, 8, 2019년 9월 23일, mailto:contact@goodjobgames.com, Good+Job+Games, 
[2019-09-26 08:11:39,202][DEBUG|parseNewProvider.py:29] >> Complete Commands for Google Home Mini, 259283.0, com.deptiranidey.completecommandlistforhomemini, 부동산/홈 인테리어, Depti Rani, 5000.0, 6.0, 0, 0, 0, 0, 0, 0, 2019년 7월 7일, http://androidappbangladesh.blogspot.com, Depti+Rani, 
[2019-09-26 08:11:51,071][DEBUG|parseNewProvider.py:29] >> Eternal Card Game, 259285.0, com.direwolfdigital.Phoenix, 카드, Dire Wolf Digital, 500000.0, 9865.0, 4.1, 100, 16, 10, 5, 19, 2019년 8월 28일, http://www.eternalcardgame.com/, Dire+Wolf+Digital, 
[2019-09-26 08:12:02,620][DEBUG|parseNewProvider.py:29] >> Left VS Right, 259287.0, com.double.leftvsright, 퍼즐, Michael Parrish, 10000.0, 9.0, 2.4, 40, 20, 20, 0, 100, 2019년 9월 11일, mailto:michaelparrish1608@gmail.com, Michael+Parrish, 
