[2019-09-06 07:35:06,891][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-06 07:35:15,623][DEBUG|parseNewProvider.py:29] >> 어쿠스틱 기타 - 기타연주와 코드, 258278.0, acoustic.guitar.simple, 음악/오디오, AppTechGroup, 1000000.0, 2423.0, 3.3, 100, 25, 25, 14, 74, 2019년 7월 11일, mailto:favapplications@gmail.com, AppTechGroup, 
[2019-09-06 07:35:22,161][DEBUG|parseNewProvider.py:29] >> Cabin Media Player, 258279.0, aero.panasonic.inflight.app.cabinmediaplayer.rack, 엔터테인먼트, Panasonic Avionics Corporation, 5000.0, 6.0, 0, 0, 0, 0, 0, 0, 2019년 7월 9일, https://www.panasonic.aero/, Panasonic+Avionics+Corporation, 
[2019-09-06 07:35:28,393][DEBUG|parseNewProvider.py:29] >> 무지개나무, 258280.0, com.DarongStudio.RainbowTree, 캐주얼 게임, Darong Studio, 1000.0, 32.0, 4.8, 100, 10, 3, 0, 0, 2019년 8월 31일, http://darongstudio.com, , 8860479613483296744
[2019-09-06 07:35:34,629][DEBUG|parseNewProvider.py:29] >> PITAPATO - 두더지 복불복 게임, 258281.0, com.OVJECT.Pitapato, 보드, OVJECT, 10000.0, 40.0, 4.2, 100, 10, 3, 6, 17, 2019년 5월 25일, https://www.facebook.com/ovject/, , 6711883546598969185
[2019-09-06 07:35:40,904][DEBUG|parseNewProvider.py:29] >> Unit Converter Pro, 258282.0, com.apochstudios.unitconverterpro, 도구, Apoch Studios, 50000.0, 658.0, 4.6, 100, 19, 7, 2, 2, 2019년 8월 30일, mailto:apochstudios@gmail.com, Apoch+Studios, 
[2019-09-06 07:35:47,350][DEBUG|parseNewProvider.py:29] >> Colorgraphy, 258283.0, com.bagu.colorpalette, 예술/디자인, M. Navarro, 10000.0, 105.0, 4.0, 100, 23, 6, 4, 28, 2019년 2월 10일, https://colorgraphyapp.com, M.+Navarro, 
[2019-09-06 07:35:53,641][DEBUG|parseNewProvider.py:29] >> WW2 배틀프론트 시뮬레이터, 258284.0, com.cogooland.ww2battlefront, 시뮬레이션, Cogoo Inc., 1000.0, 62.0, 4.4, 100, 15, 11, 2, 11, 2019년 8월 31일, http://www.cogooland.com, , 5578926191476096124
[2019-09-06 07:35:59,895][DEBUG|parseNewProvider.py:29] >> 히어로즈 인 더 스카이 오리진 : HIS 모바일, 258285.0, com.daerisoft.herosky, 시뮬레이션, DAERISOFT, 5000.0, 108.0, 4.1, 100, 22, 13, 6, 16, 2019년 5월 7일, mailto:elitede3626@gmail.com, , 5362355705811727981
[2019-09-06 07:36:06,176][DEBUG|parseNewProvider.py:29] >> Medieval Fantasy RPG (Choices Game), 258286.0, com.delightgames.medievalfantasy, 롤플레잉, Delight Games, 500000.0, 64430.0, 4.7, 100, 16, 3, 1, 1, 2019년 9월 2일, http://www.facebook.com/delightgames, , 5443760275283054929
[2019-09-06 07:36:17,755][DEBUG|parseNewProvider.py:29] >> 찰떡! 지게차운전기능사 - 문제은행(CBT:전자문제), 258288.0, com.encocns.chardduckC1, 교육, ENCO C&S Co., Ltd., 1000.0, 0, 0, 0, 0, 0, 0, 0, 2018년 6월 18일, http://encocns.com, ENCO+C%26S+Co.,+Ltd., 
