[2019-09-14 08:10:06,984][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-14 08:10:09,432][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258682.0, com.YouKo.BSsim
[2019-09-14 08:10:09,462][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258682.0, com.YouKo.BSsim
[2019-09-14 08:10:09,486][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258682.0, com.YouKo.BSsim
[2019-09-14 08:10:09,529][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258682.0, com.YouKo.BSsim
[2019-09-14 08:10:09,568][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258688.0, com.bluebeast.ninjaorigin
[2019-09-14 08:10:09,620][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258688.0, com.bluebeast.ninjaorigin
[2019-09-14 08:10:17,122][DEBUG|parseNewProvider.py:29] >> DRAWU - draw and paint your portrait, 258676.0, app.drawu, 엔터테인먼트, Anton I. Krygin, 100000.0, 760.0, 3.7, 100, 18, 12, 10, 42, 2019년 8월 13일, https://drawu.app, Anton+I.+Krygin, 
[2019-09-14 08:10:23,710][DEBUG|parseNewProvider.py:29] >> 오토바이 - 엔진 소리, 258677.0, apps.pawelz.motorcyclesenginessounds, 엔터테인먼트, pawelz.Apps, 100000.0, 137.0, 0, 0, 0, 0, 0, 0, 2019년 8월 13일, mailto:pawelz.apps@gmail.com, pawelz.Apps, 
[2019-09-14 08:10:30,192][DEBUG|parseNewProvider.py:29] >> 사진 편집기, 258678.0, com.DDual.DImageEditor, 사진, Luckre, 10000.0, 80.0, 3.8, 100, 20, 11, 11, 35, 2019년 2월 7일, http://www.ddual.com, Luckre, 
[2019-09-14 08:10:36,940][DEBUG|parseNewProvider.py:29] >> Hatchi Eggs Surprise, 258679.0, com.Haatchisurpriseeggs.hatchieggs, 아케이드, HaatchiSurprise, 10000.0, 58.0, 0, 0, 0, 0, 0, 0, 2019년 6월 21일, mailto:haatchisurpriseggs@gmail.com, HaatchiSurprise, 
[2019-09-14 08:10:43,504][DEBUG|parseNewProvider.py:29] >> 십리대숲AR, 258680.0, com.Neo.SiplyN, 여행 및 지역정보, 네오 엔터테인먼트, 500.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 9일, https://nogggg2004.wixsite.com/realu, %EB%84%A4%EC%98%A4+%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8, 
[2019-09-14 08:10:50,057][DEBUG|parseNewProvider.py:29] >> 고기굽기, 258681.0, com.PassFrost.Roastmeat, 캐주얼 게임, PassFrost, 1000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 6월 19일, mailto:ghkd5732@gmail.com, PassFrost, 
[2019-09-14 08:10:56,174][DEBUG|parseNewProvider.py:29] >> 브롤 스타즈 상자깡 버그판  마인크래프트 게임  고양이  Brawl Stars, 258682.0, com.YouKo.BSsim, 시뮬레이션, YouKo, 100000.0, 624.0, 3.2, 100, 27, 22, 17, 82, 2019년 9월 11일, mailto:youngkolyan1@gmail.com, YouKo, 
[2019-09-14 08:11:02,532][DEBUG|parseNewProvider.py:29] >> Agoda YCS for hotels only, 258683.0, com.agoda.companionapp, 여행 및 지역정보, agoda.com, 10000.0, 226.0, 3.4, 100, 19, 19, 14, 63, 2019년 9월 12일, https://ycs.agoda.com, , 6238151696356560844
[2019-09-14 08:11:08,888][DEBUG|parseNewProvider.py:29] >> 솔리테어 달인, 258684.0, com.ansangha.drsolitaire, 카드, SUD Inc., 100000.0, 711.0, 3.8, 100, 12, 19, 6, 36, 2019년 4월 30일, http://blog.naver.com/anupdown, , 6115615018010073039
[2019-09-14 08:11:15,197][DEBUG|parseNewProvider.py:29] >> ARMOURY CRATE, 258685.0, com.asus.rog.roggamingcenter3, 도구, ASUSTeK COMPUTER INC., 10000.0, 161.0, 2.3, 44, 8, 3, 15, 100, 2019년 6월 25일, http://www.asus.com/, ASUSTeK+COMPUTER+INC., 
[2019-09-14 08:11:21,577][DEBUG|parseNewProvider.py:29] >> Color Tagging Azam, 258686.0, com.azamsolution.colortagging, 엔터테인먼트, OMZ SOLUTIONS, 5000.0, 19.0, 2.8, 80, 10, 0, 0, 100, 2019년 9월 9일, mailto:omzsolutiongames@gmail.com, OMZ+SOLUTIONS, 
[2019-09-14 08:11:27,819][DEBUG|parseNewProvider.py:29] >> POE 컨텐츠 헬퍼, 258687.0, com.bancha.choi.poe_contents_elper, 롤플레잉, Bancha, 1000.0, 16.0, 5.0, 100, 0, 0, 0, 0, 2019년 8월 11일, mailto:rian9013@gmail.com, Bancha, 
[2019-09-14 08:11:34,026][DEBUG|parseNewProvider.py:29] >> 닌자세계대전, 258688.0, com.bluebeast.ninjaorigin, 롤플레잉, bluebeast, 10000.0, 170.0, 4.0, 100, 4, 8, 0, 29, 2019년 9월 11일, mailto:bluebeastking2@gmail.com, bluebeast, 
[2019-09-14 08:11:40,704][DEBUG|parseNewProvider.py:29] >> 스틱 맨 파이팅 : 평면 2018 바닥에 가을, 258689.0, com.bp.beast.human.fighting.flat.fall.floor, 만화, BackPuff Games, 10000.0, 169.0, 4.2, 100, 25, 9, 4, 18, 2018년 10월 16일, mailto:TheBackPuffGames@gmail.com, BackPuff+Games, 
[2019-09-14 08:11:47,149][DEBUG|parseNewProvider.py:29] >> RC Monster Truck Driving Simulator Offroad, 258690.0, com.cg.rcmonster, 자동차 경주, TNTGames, 5000000.0, 39092.0, 4.2, 100, 14, 14, 4, 15, 2018년 6월 16일, https://tntstudios.eu, , 6619739843995118777
