[2019-09-15 08:10:06,893][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-15 08:10:08,995][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258758.0, com.dvloper.grannychaptertwo
[2019-09-15 08:10:09,065][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258758.0, com.dvloper.grannychaptertwo
[2019-09-15 08:10:09,073][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258758.0, com.dvloper.grannychaptertwo
[2019-09-15 08:10:09,102][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258758.0, com.dvloper.grannychaptertwo
[2019-09-15 08:10:09,121][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258759.0, com.faceagingapp.facesecret
[2019-09-15 08:10:09,140][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258759.0, com.faceagingapp.facesecret
[2019-09-15 08:10:09,224][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258759.0, com.faceagingapp.facesecret
[2019-09-15 08:10:09,323][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258777.0, com.palmistry.horoscope.zodiacsign
[2019-09-15 08:10:09,334][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258777.0, com.palmistry.horoscope.zodiacsign
[2019-09-15 08:10:09,356][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 258777.0, com.palmistry.horoscope.zodiacsign
[2019-09-15 08:10:16,779][DEBUG|parseNewProvider.py:29] >> 삭제 된 연락처 번호 복구, 258746.0, bahn.recoverdeletdcontacts.contactsrecoverypro, 도구, Qk Themes Studio, 100000.0, 1853.0, 3.4, 100, 9, 17, 6, 59, 2018년 6월 25일, mailto:thgash@yahoo.com, Qk+Themes+Studio, 
[2019-09-15 08:10:23,193][DEBUG|parseNewProvider.py:29] >> Soda, 258747.0, cn.com.soulink.soda, 소셜, Soulinktech, 10000.0, 174.0, 0, 0, 0, 0, 0, 0, 2019년 9월 4일, http://www.soulink.com.cn/, Soulinktech, 
[2019-09-15 08:10:29,812][DEBUG|parseNewProvider.py:33] >> 어린이를위한 슈퍼 히어로, 258748.0, com.KidsGames.SuperHippo, 어드벤처, Hippo Kids Games, 1000000.0, 5277.0, 4.2, 100, 11, 6, 4, 17, 2019년 8월 21일, None, Hippo+Kids+Games, 
[2019-09-15 08:10:41,334][DEBUG|parseNewProvider.py:29] >> SOMEDAY, 258750.0, com.THIRTEENDAYS.SOMEDAY, 어드벤처, THIRTEENDAYS, 100000.0, 4141.0, 4.0, 100, 22, 14, 8, 20, 2019년 8월 31일, https://sites.google.com/site/thirteendaysgames/, , 6656439050222438269
[2019-09-15 08:10:47,456][DEBUG|parseNewProvider.py:29] >> ShowGuide, 258751.0, com.battlenet.showguide, 엔터테인먼트, Uncontroller, 500.0, 6.0, 0, 0, 0, 0, 0, 0, 2019년 6월 15일, http://showguide.xyz, Uncontroller, 
