[2019-09-20 08:10:07,554][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-20 08:10:22,518][DEBUG|parseNewProvider.py:29] >> fitpro智能手环, 258963.0, cn.xiaofengkj.fitpro, 도구, Shenzhen Jusheng Intelligent Technology Co., Ltd., 100000.0, 1139.0, 3.0, 100, 31, 31, 57, 94, 2019년 9월 4일, http://www.ruanan.com, Shenzhen+Jusheng+Intelligent+Technology+Co.,+Ltd., 
[2019-09-20 08:10:34,559][DEBUG|parseNewProvider.py:29] >> 프랑켄슈타인 - 정통 스토리형 방탈출 어드벤처, 258965.0, com.Puzzlespace.Frankenstein, 어드벤처, PuzzleSpace, 1000.0, 56.0, 4.5, 100, 25, 5, 0, 10, 2019년 9월 11일, http://puzzlespace.co.kr, PuzzleSpace, 
[2019-09-20 08:10:41,189][DEBUG|parseNewProvider.py:29] >> VR Air 360 Shooting, 258966.0, com.at.air360shooting, 액션, AppTeeka VR Games, 100000.0, 433.0, 3.2, 100, 27, 24, 21, 74, 2018년 10월 11일, http://www.appteeka.com, , 5310848321784419148
[2019-09-20 08:10:47,723][DEBUG|parseNewProvider.py:29] >> 와일드 그라운드: 서바이벌 시뮬레이터, 258967.0, com.betaseedg.survival.wild, 시뮬레이션, BetaSeedG, 100.0, 9.0, 0, 0, 0, 0, 0, 0, 2019년 5월 13일, mailto:betaseedg@gmail.com, BetaSeedG, 
[2019-09-20 08:10:54,549][DEBUG|parseNewProvider.py:29] >> 송가인 노래듣기 - 뽕따러가세, 미스트롯, 258968.0, com.chameleonsong.youtubekoreasong.songgain, 엔터테인먼트, souliksong, 1000.0, 5.0, 5.0, 100, 0, 0, 0, 0, 2019년 9월 18일, mailto:souliksong@gmail.com, souliksong, 
[2019-09-20 08:11:00,901][DEBUG|parseNewProvider.py:29] >> 충전챗 - 1:1 화상채팅, 258969.0, com.chargechat.app, 라이프스타일, 유진소프트웨어, 5000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 7월 24일, mailto:hoanglykanaduc@gmail.com, %EC%9C%A0%EC%A7%84%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4, 
[2019-09-20 08:11:12,396][DEBUG|parseNewProvider.py:29] >> 무료 음악듣기 - 최신곡과 뮤직비디오, 258971.0, com.freemusic.listenapp, 음악/오디오, Music & Life, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 30일, mailto:musicandlife042811@gmail.com, Music+%26+Life, 
[2019-09-20 08:11:18,857][DEBUG|parseNewProvider.py:29] >> Auto Rickshaw Parking Simulator, 258972.0, com.freesim.auto.rickshaw.parking.simulator, 자동차, Free Simulation Games, 10000.0, 50.0, 0, 0, 0, 0, 0, 0, 2019년 7월 23일, mailto:info.stasgamesstudio@gmail.com, , 8451531787843502668
[2019-09-20 08:11:30,539][DEBUG|parseNewProvider.py:29] >> Bus Simulator 2017 Cockpit Go, 258974.0, com.geneticstudio.bussimulator2017, 시뮬레이션, AI-Punk Studios, 1000000.0, 20201.0, 4.0, 100, 14, 13, 6, 23, 2017년 6월 20일, http://geneticstudios.com, AI-Punk+Studios, 
[2019-09-20 08:11:37,065][DEBUG|parseNewProvider.py:29] >> 으라차차 돌격 라그나로크, 258975.0, com.gravity.ragnarokre.aos, 롤플레잉, GRAVITY Co., Ltd., 10000.0, 555.0, 3.6, 100, 1, 3, 2, 49, 2019년 9월 17일, mailto:rohelp@gravity.co.kr, , 6262333202706287552
[2019-09-20 08:11:43,773][DEBUG|parseNewProvider.py:29] >> 피크로스 Sky Castle - (네모로직), 258976.0, com.healingjjam.skycastle, 퍼즐, 일상감각 스튜디오, 5000.0, 39.0, 4.4, 100, 17, 3, 7, 10, 2019년 8월 28일, mailto:everydaysense16@gmail.com, %EC%9D%BC%EC%83%81%EA%B0%90%EA%B0%81+%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4, 
[2019-09-20 08:11:50,332][DEBUG|parseNewProvider.py:29] >> 카카오토- 신차할인 구매의 대혁명 할부 리스 장기렌트 비교 앱, 258977.0, com.kakaauto.mobileapp, 라이프스타일, 카카오토, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 6월 19일, mailto:kakamotor@naver.com, %EC%B9%B4%EC%B9%B4%EC%98%A4%ED%86%A0, 
[2019-09-20 08:12:01,936][DEBUG|parseNewProvider.py:29] >> 젤리빈 tv 다시보기, 258979.0, com.keren.tissuereplytv, 엔터테인먼트, Sherly Nindia, 5000.0, 41.0, 4.0, 100, 18, 0, 3, 29, 2019년 9월 1일, mailto:dev.zaffran@gmail.com, Sherly+Nindia, 
[2019-09-20 08:12:13,792][DEBUG|parseNewProvider.py:29] >> KT 기프트박스, 258981.0, com.kt.giftbox, 라이프스타일, KT Corporation, 1000.0, 7.0, 4.7, 100, 0, 16, 0, 0, 2019년 9월 11일, http://www.kt.com, KT+Corporation, 
[2019-09-20 08:12:20,780][DEBUG|parseNewProvider.py:29] >> 7080 이문세 노래듣기, 258982.0, com.liketrotsong.leemunse7080, 음악/오디오, MUSIC PEOPLE MEDIA, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 23일, https://musicpeoplemedia.cafe24.com, MUSIC+PEOPLE+MEDIA, 
[2019-09-20 08:12:27,888][DEBUG|parseNewProvider.py:33] >> Magic Marker - 리틀팍스 스토리북, 258983.0, com.littlefox.storybook.magicmarker, 교육, LITTLE FOX INC., 1000.0, 26.0, 4.3, 100, 23, 17, 0, 11, 2019년 5월 7일, None, , 8549610620990682894
[2019-09-20 08:12:34,177][DEBUG|parseNewProvider.py:29] >> 참좋은가게 - 위탁쇼핑몰 No.1, 258984.0, com.makeshop.powerapp.sm10004, 쇼핑, PoweRmOBILE.KR, 1000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 7월 2일, http://www.gooodi.com, PoweRmOBILE.KR, 
[2019-09-20 08:12:45,707][DEBUG|parseNewProvider.py:29] >> 파워포인트, 258986.0, com.moren.powerpoint, 도구, allmaster.,ltd, 5000.0, 7.0, 2.7, 75, 0, 0, 0, 100, 2019년 7월 24일, mailto:mrchoimll@gmail.com, allmaster.,ltd, 
