[2019-09-29 08:10:06,828][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-29 08:10:12,293][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,410][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,454][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,537][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,624][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,695][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,742][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,793][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,850][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,932][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:12,995][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:13,039][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:13,111][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:13,165][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:13,220][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:13,279][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:13,353][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259477.0, com.t2ksports.nba2k20and
[2019-09-29 08:10:13,542][DEBUG|parseNewProvider.py:43] >> Already App! update >> , 259487.0, kr.co.icoxs.mobile.filemaruplayer
[2019-09-29 08:10:26,163][DEBUG|parseNewProvider.py:29] >> usb otg audio player, 259446.0, am.usb.audio.player, 라이브러리/데모, am 600, 1000.0, 96.0, 0, 0, 0, 0, 0, 0, 2019년 8월 6일, mailto:salimabouzakri22@gmail.com, am+600, 
[2019-09-29 08:10:32,540][DEBUG|parseNewProvider.py:33] >> Dino Tamers - Jurassic Riding MMO, 259447.0, com.FoxieGames.DinoProject, 어드벤처, Foxie Ventures, 50000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 27일, None, , 6893351667866882124
[2019-09-29 08:10:39,197][DEBUG|parseNewProvider.py:29] >> Usb Audio Player, 259448.0, com.agf.usbaudio.player, 라이브러리/데모, AGF Studio, 5000.0, 207.0, 0, 0, 0, 0, 0, 0, 2019년 7월 11일, mailto:regalmhirig@gmail.com, AGF+Studio, 
[2019-09-29 08:10:45,842][DEBUG|parseNewProvider.py:29] >> bmuse-비뮤즈, 259449.0, com.bmuse.byapps, 쇼핑, 비뮤즈, 500.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 26일, http://m.b-muse.kr, %EB%B9%84%EB%AE%A4%EC%A6%88, 
[2019-09-29 08:10:57,739][DEBUG|parseNewProvider.py:29] >> 게임과몰입 힐링센터, 259451.0, com.ddf.kr.gameculture, 교육, 게임문화재단, 500.0, 0, 0, 0, 0, 0, 0, 0, 2019년 6월 11일, http://www.gameculture.or.kr/, %EA%B2%8C%EC%9E%84%EB%AC%B8%ED%99%94%EC%9E%AC%EB%8B%A8, 
[2019-09-29 08:11:03,938][DEBUG|parseNewProvider.py:29] >> 소행성 - 우리동네 취미 모임, 클래스, 동호회, 259452.0, com.dreamspoon.littleplanet, 소셜, Dreamspoon Studio, 1000.0, 35.0, 0, 0, 0, 0, 0, 0, 2019년 9월 24일, https://dreamspoon.net/, Dreamspoon+Studio, 
[2019-09-29 08:11:10,204][DEBUG|parseNewProvider.py:29] >> Taken 7, 259453.0, com.fightinggames.taken7, 액션, BitBash, 100000.0, 254.0, 0, 0, 0, 0, 0, 0, 2019년 8월 14일, mailto:bitbash77@gmail.com, BitBash, 
[2019-09-29 08:11:16,455][DEBUG|parseNewProvider.py:29] >> 마법의 소라고동, 259454.0, com.firstapp.kyung.sora, 도구, liquidus, 1000.0, 5.0, 0, 0, 0, 0, 0, 0, 2019년 7월 29일, mailto:liquidus11@gmail.com, liquidus, 
[2019-09-29 08:11:22,778][DEBUG|parseNewProvider.py:29] >> 자유연대 인증, 259455.0, com.gilnet.fdUnionKey, 도구, KIM JUHAN, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 10일, http://m.2pyo.net, KIM+JUHAN, 
[2019-09-29 08:11:29,357][DEBUG|parseNewProvider.py:29] >> Split Screen Shortcut, 259456.0, com.github.ericytsang.multiwindow.app.android, 생산성, etsang, 100000.0, 3777.0, 0, 0, 0, 0, 0, 0, 2019년 8월 6일, https://ericytsang.github.io/app.android.multiwindow/, etsang, 
[2019-09-29 08:11:35,729][DEBUG|parseNewProvider.py:33] >> 결혼식 파티. 소녀를위한 게임, 259457.0, com.hippo.CousinWedding, 롤플레잉, Hippo Kids Games, 1000000.0, 14593.0, 0, 0, 0, 0, 0, 0, 2019년 8월 21일, None, Hippo+Kids+Games, 
[2019-09-29 08:11:42,304][DEBUG|parseNewProvider.py:33] >> Princess Coloring Pages, 259458.0, com.infokombinat.coloringprincess, 캐주얼 게임, Infokombinat, 1000000.0, 5589.0, 0, 0, 0, 0, 0, 0, 2019년 9월 10일, None, Infokombinat, 
[2019-09-29 08:11:48,806][DEBUG|parseNewProvider.py:29] >> Korean to Myanmar Translator, 259459.0, com.jasminetranslator.koreanmyanmartranslator, 도서/참고자료, JS DevelopersApps, 10000.0, 21.0, 0, 0, 0, 0, 0, 0, 2019년 1월 20일, mailto:jasmineclassicapps@gmail.com, , 7631851640617919584
[2019-09-29 08:11:55,359][DEBUG|parseNewProvider.py:29] >> 무료운세 - 오늘의 운세, 띠별 운세, 별자리 운세, 타로운세, 259460.0, com.kr.byus.fortune, 엔터테인먼트, SwissMade, 1000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 16일, mailto:funfunhancompany@gmail.com, , 6022945066785160900
[2019-09-29 08:12:01,718][DEBUG|parseNewProvider.py:29] >> 행복운세(무료 오늘의 운세), 259461.0, com.kr.happyunse, 라이프스타일, nextvv0637, 5000.0, 95.0, 0, 0, 0, 0, 0, 0, 2019년 7월 6일, mailto:nextvv0637@gmail.com, nextvv0637, 
[2019-09-29 08:12:13,705][DEBUG|parseNewProvider.py:29] >> 승무패 통계 - 토토 분석 앱, 259463.0, com.makehint.wdlman, 스포츠, Make Hint, 10000.0, 11.0, 0, 0, 0, 0, 0, 0, 2019년 9월 12일, mailto:makehint@gmail.com, Make+Hint, 
[2019-09-29 08:12:20,123][DEBUG|parseNewProvider.py:29] >> 에브리나나 - everynana, 259464.0, com.makeshop.powerapp.every12, 쇼핑, POWeRMOBILe.KR, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 7월 3일, http://www.everynana.co.kr, POWeRMOBILe.KR, 
[2019-09-29 08:12:26,295][DEBUG|parseNewProvider.py:33] >> Numerico, 259465.0, com.mentallab.numerico, 퍼즐, Mental Lab Games, 1000.0, 68.0, 0, 0, 0, 0, 0, 0, 2019년 9월 6일, None, , 7149667452860870151
[2019-09-29 08:12:38,403][DEBUG|parseNewProvider.py:29] >> Fairy Merge - Click&Idle, 259467.0, com.octopusgames.fairymerge, 퍼즐, Octopus Games LLC, 50000.0, 128.0, 0, 0, 0, 0, 0, 0, 2019년 9월 19일, http://www.gamedevsource.com, Octopus+Games+LLC, 
[2019-09-29 08:12:44,931][DEBUG|parseNewProvider.py:29] >> 피니 다이노(FINI DINO), 259468.0, com.oddcom.FINIDino, 시뮬레이션, FINI MEDIA, 1000.0, 0, 0, 0, 0, 0, 0, 0, 2018년 2월 23일, http://www.finimedia.com, FINI+MEDIA, 
[2019-09-29 08:12:51,554][DEBUG|parseNewProvider.py:29] >> ★오르골 자장가  -  아기를 위한 자장가, 아기 수면 음악, 259469.0, com.orgellullaby.choi.netflykr, 출산/육아, Netfly, 5000.0, 13.0, 0, 0, 0, 0, 0, 0, 2019년 7월 8일, mailto:cjs4545@hanmail.net, Netfly, 
[2019-09-29 08:12:57,974][DEBUG|parseNewProvider.py:33] >> Kawaii Coloring Book Glitter, 259470.0, com.piupiuapps.coloringglitterkawaii, 엔터테인먼트, Piu Piu Apps, 1000000.0, 4011.0, 0, 0, 0, 0, 0, 0, 2019년 9월 24일, None, Piu+Piu+Apps, 
[2019-09-29 08:13:04,263][DEBUG|parseNewProvider.py:33] >> Princess Coloring Book, 259471.0, com.piupiuapps.coloringprincess3, 엔터테인먼트, Piu Piu Apps, 1000000.0, 1844.0, 0, 0, 0, 0, 0, 0, 2019년 9월 27일, None, Piu+Piu+Apps, 
[2019-09-29 08:13:10,931][DEBUG|parseNewProvider.py:29] >> 일본어 공부하기 - 듣고 말하기 연습, 259472.0, com.porolingo.jconversation, 교육, PORO NIHONGO, 100000.0, 2144.0, 0, 0, 0, 0, 0, 0, 2019년 9월 24일, mailto:support@porostudio.com, PORO+NIHONGO, 
[2019-09-29 08:13:17,502][DEBUG|parseNewProvider.py:29] >> Unicorn Frost Cakes Shop - Baking Games for Girls, 259473.0, com.princessme.android_unicorncake, 캐주얼 게임, PrincessMe, 100000.0, 515.0, 0, 0, 0, 0, 0, 0, 2019년 9월 17일, http://www.princessme.net/, PrincessMe, 
[2019-09-29 08:13:24,036][DEBUG|parseNewProvider.py:29] >> EarStudio, 259474.0, com.radsone.earstudio, 음악/오디오, RADSONE Inc., 10000.0, 333.0, 0, 0, 0, 0, 0, 0, 2019년 1월 2일, http://radsone.com, RADSONE+Inc., 
[2019-09-29 08:13:35,749][DEBUG|parseNewProvider.py:29] >> SBS NEWS for Tablet, 259476.0, com.sbs.news.tab, 뉴스/잡지, SBS I&M Co., Ltd., 50000.0, 113.0, 0, 0, 0, 0, 0, 0, 2019년 7월 23일, https://news.sbs.co.kr, SBS+I%26M+Co.,+Ltd., 
