[2019-09-02 08:35:06,822][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-02 08:35:25,977][DEBUG|parseNewProvider.py:29] >> Bolt Speed Browser - The Fastest Web Browser, 258092.0, bolt.speed.browser, 커뮤니케이션, MyUltraTech, 50000.0, 109.0, 0, 0, 0, 0, 0, 0, 2019년 4월 19일, mailto:MyUltraTech@gmail.com, MyUltraTech, 
[2019-09-02 08:35:37,375][DEBUG|parseNewProvider.py:29] >> Free Apple TV Remote, 258094.0, com.appletvirremote, 도구, Dreamers Apps, 50000.0, 144.0, 0, 0, 0, 0, 0, 0, 2019년 6월 8일, mailto:dreamerinfotech100@gmail.com, Dreamers+Apps, 
[2019-09-02 08:35:43,703][DEBUG|parseNewProvider.py:29] >> APPM Mobile OTP, 258095.0, com.appm, 도구, SecureGuard Technology Inc., 1000.0, 10.0, 4.0, 100, 0, 14, 0, 28, 2015년 11월 13일, http://www.sgtechi.co.kr, SecureGuard+Technology+Inc., 
[2019-09-02 08:35:49,882][DEBUG|parseNewProvider.py:29] >> 플래시, 258096.0, com.artline.bright.flashlight, 도구, ArtLine, 100000.0, 2652.0, 4.9, 100, 7, 0, 0, 1, 2019년 8월 28일, http://artlinedev.zzz.com.ua, , 6409458411588093871
[2019-09-02 08:35:56,295][DEBUG|parseNewProvider.py:29] >> Laser Pointer for Cat Simulator, 258097.0, com.astrologicmedia.catpointer, 엔터테인먼트, Astrologic Media, 500000.0, 1413.0, 2.5, 51, 8, 10, 8, 100, 2019년 4월 24일, http://astrologicmedia.com, , 8553604063140530513
[2019-09-02 08:36:02,792][DEBUG|parseNewProvider.py:29] >> Slenderman Hide & Seek: Online Battle Arena, 258098.0, com.bigzur.slender4, 어드벤처, BIGZUR, 1000000.0, 44706.0, 3.3, 100, 25, 22, 15, 67, 2017년 5월 12일, http://www.bigzur.com/, BIGZUR, 
[2019-09-02 08:36:14,392][DEBUG|parseNewProvider.py:29] >> Idle Car, 258100.0, com.chitralekha.idlecar, 시뮬레이션, Lion Studios, 100000.0, 199.0, 2.8, 72, 18, 38, 11, 100, 2019년 8월 28일, https://lionstudios.cc, , 6990178528646658622
[2019-09-02 08:36:20,526][DEBUG|parseNewProvider.py:29] >> 명품1위밴드-명품가방,명품시계, 258101.0, com.cocoa.cocoa_19624_5d5e3abad5877, 커뮤니케이션, 앱스코리아(APPS KOREA), 1000.0, 15.0, 5.0, 100, 0, 0, 0, 0, 2019년 8월 23일, mailto:rlaghkddyd77@gmail.com, %EC%95%B1%EC%8A%A4%EC%BD%94%EB%A6%AC%EC%95%84%28APPS+KOREA%29, 
[2019-09-02 08:36:27,135][DEBUG|parseNewProvider.py:29] >> Das Erste, 258102.0, com.daserste.daserste, 엔터테인먼트, Erstes Deutsches Fernsehen, 1000000.0, 10228.0, 0, 0, 0, 0, 0, 0, 2019년 3월 28일, http://www.daserste.de, Erstes+Deutsches+Fernsehen, 
[2019-09-02 08:36:38,544][DEBUG|parseNewProvider.py:29] >> Shooting Battle, 258104.0, com.dd.shootingbattle, 스포츠, Doodle Mobile Ltd., 1000000.0, 6293.0, 4.4, 100, 18, 11, 3, 9, 2019년 8월 23일, mailto:contact@doodlemobile.com, Doodle+Mobile+Ltd., 
[2019-09-02 08:36:44,631][DEBUG|parseNewProvider.py:29] >> CamScanner 2019, 258105.0, com.documentscanner.docscanner.cam.scanner, 도구, thuglife01, 5000.0, 8.0, 0, 0, 0, 0, 0, 0, 2019년 8월 18일, mailto:jado.jawad000@gmail.com, thuglife01, 
[2019-09-02 08:36:51,186][DEBUG|parseNewProvider.py:29] >> 전투 마스터, 258106.0, com.eysleightho.and, 롤플레잉, Currey Sleightholm, 1000.0, 27.0, 2.4, 42, 7, 28, 14, 100, 2019년 8월 8일, mailto:curreysleightholm@gmail.com, Currey+Sleightholm, 
[2019-09-02 08:36:57,378][DEBUG|parseNewProvider.py:29] >> Days Bygone - Castle Defense, 258107.0, com.frivolition.daysbygone, 액션, Frivolition, 100000.0, 2607.0, 4.6, 100, 15, 5, 2, 5, 2019년 8월 28일, http://www.fb.com/daysbygone, , 9157715402714023994
[2019-09-02 08:37:03,558][DEBUG|parseNewProvider.py:29] >> FLIO - 글로벌 공항 앱, 258108.0, com.getflio.flio, 여행 및 지역정보, Flio Ltd, 500000.0, 3464.0, 3.8, 100, 32, 9, 11, 36, 2019년 7월 10일, http://www.flio.com, Flio+Ltd, 
[2019-09-02 08:37:10,122][DEBUG|parseNewProvider.py:29] >> 테크노 벨소리 무료, 258109.0, com.gleapps.tonostechno, 음악/오디오, Gleapps, 1000.0, 5.0, 0, 0, 0, 0, 0, 0, 2018년 12월 6일, mailto:melenave1117@gmail.com, Gleapps, 
[2019-09-02 08:37:16,599][DEBUG|parseNewProvider.py:29] >> GPM, 258110.0, com.golfzonpark.glmfc, 비즈니스, Golfzon, 1000.0, 9.0, 3.0, 100, 0, 25, 0, 100, 2019년 1월 28일, http://www.golfzonpark.com/, Golfzon, 
[2019-09-02 08:37:27,917][DEBUG|parseNewProvider.py:29] >> 경찰 수어 앱, 258112.0, com.jworkshop.policesignlanguage, 도구, 경찰인재개발원, 1000.0, 10.0, 4.6, 100, 0, 0, 0, 11, 2017년 3월 2일, mailto:jaewooda02@gmail.com, %EA%B2%BD%EC%B0%B0%EC%9D%B8%EC%9E%AC%EA%B0%9C%EB%B0%9C%EC%9B%90, 
[2019-09-02 08:37:34,228][DEBUG|parseNewProvider.py:29] >> KStarLive - 케이스타라이브 K-Pop K-Drama Hallyu Community, 258113.0, com.kstarlive.mobile, 뉴스/잡지, KStarLive, 500.0, 15.0, 5.0, 100, 0, 0, 0, 0, 2019년 8월 9일, http://www.kstarlive.com, KStarLive, 
[2019-09-02 08:37:40,477][DEBUG|parseNewProvider.py:29] >> Fashion Fantasy, 258114.0, com.libii.dressupworld, 롤플레잉, Libii, 1000000.0, 82606.0, 4.1, 100, 23, 10, 4, 21, 2019년 8월 30일, http://libii.com, , 7670331570699900357
[2019-09-02 08:37:46,772][DEBUG|parseNewProvider.py:29] >> 캔들테라피 - candle-therapy, 258115.0, com.makeshop.powerapp.candleryu, 쇼핑, POWERMOBILe.kr, 500.0, 0, 0, 0, 0, 0, 0, 0, 2019년 6월 29일, http://www.candle-therapy.com, POWERMOBILe.kr, 
