[2019-07-22 16:00:51,360][DEBUG|parseNewProvider.py:64] >>  Hello Parser! 
[2019-07-22 16:34:05,268][DEBUG|parseNewProvider.py:64] >>  Hello Parser! 
[2019-07-22 16:47:24,835][DEBUG|parseNewProvider.py:64] >>  Hello Parser! 
[2019-07-22 16:48:13,153][DEBUG|parseNewProvider.py:64] >>  Hello Parser! 
[2019-07-22 16:50:48,400][DEBUG|parseNewProvider.py:64] >>  Hello Parser! 
[2019-07-22 16:53:58,164][DEBUG|parseNewProvider.py:24] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000.0, 723.0, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, 
[2019-07-22 16:54:12,042][DEBUG|parseNewProvider.py:24] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000.0, 723.0, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, 
[2019-07-22 16:54:24,434][DEBUG|parseNewProvider.py:24] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000.0, 723.0, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, 
[2019-07-22 16:54:37,406][DEBUG|parseNewProvider.py:24] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000.0, 723.0, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, 
[2019-07-22 17:17:26,393][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:17:54,915][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:18:19,893][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:18:47,867][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:26:28,682][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:27:08,245][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:29:26,399][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:30:27,634][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:32:52,537][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:33:29,315][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:33:49,416][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:37:56,603][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:39:30,345][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:39:30,568][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:39:30,574][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:39:30,581][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:39:30,604][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:44:01,919][DEBUG|parseNewProvider.py:67] >>  Hello Parser! 
[2019-07-22 17:44:02,141][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:44:02,148][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:44:02,175][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:44:02,182][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:44:02,189][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:44:02,196][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
[2019-07-22 17:44:02,203][DEBUG|parseNewProvider.py:30] >> MemesWars 2, com.chaloapps.memeswars2, 액션, ChaloApps, 100000, 723, 4.2, 100, 16, 10, 8, 16, 2019년 6월 25일, mailto:8gravitygames@gmail.com, ChaloApps, None
