[2019-09-27 08:10:06,863][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-27 08:10:27,418][DEBUG|parseNewProvider.py:29] >> Pixelmon Mod for Pocket Edition, 259341.0, cl.go.pixelmon.addon, 엔터테인먼트, Ezzvent, 50000.0, 1112.0, 4.5, 100, 5, 5, 0, 10, 2019년 7월 1일, mailto:manumorenusdev77@hotmail.com, Ezzvent, 
[2019-09-27 08:10:33,836][DEBUG|parseNewProvider.py:29] >> 히어로톡, 259342.0, co.kr.reigntalk.herotalk, 커뮤니케이션, HeroTalk, 10.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 25일, mailto:herotalk@herotalk.me, HeroTalk, 
[2019-09-27 08:10:40,304][DEBUG|parseNewProvider.py:29] >> 탭탭팬텀 : 요괴 키우기 ( 신개념 포획 노가다 클리커 RPG ), 259343.0, com.CONTINUE.taptapphantom, 시뮬레이션, continue, 1000.0, 51.0, 4.7, 100, 4, 2, 4, 2, 2019년 9월 24일, mailto:continue.ship@gmail.com, , 5488420915804624890
[2019-09-27 08:10:52,146][DEBUG|parseNewProvider.py:29] >> Sky Hero Runner, 259345.0, com.Sky.Hero.Runner.shr, 아케이드, 3DRun, 10000.0, 41.0, 0, 0, 0, 0, 0, 0, 2019년 5월 31일, https://wl99999999.github.io/app-ads.txt, 3DRun, 
[2019-09-27 08:10:58,644][DEBUG|parseNewProvider.py:29] >> Hitori - 1000 Logic puzzles with numbers, 259346.0, com.Tymski.Hitori, 퍼즐, Tymski, 500.0, 7.0, 0, 0, 0, 0, 0, 0, 2019년 6월 10일, mailto:Tymon.Oziemblewski@gmail.com, Tymski, 
[2019-09-27 08:11:05,237][DEBUG|parseNewProvider.py:29] >> 라디오 중국, 259347.0, com.allaboutradio.radiofmchina, 음악/오디오, Radio Nation - FM AM Online Music, 50000.0, 775.0, 4.6, 100, 19, 5, 2, 5, 2019년 5월 1일, mailto:radionationapps@gmail.com, Radio+Nation+-+FM+AM+Online+Music, 
[2019-09-27 08:11:11,780][DEBUG|parseNewProvider.py:29] >> Town & Country - Logic Games, 259348.0, com.andreasabbatini.townandcountry, 퍼즐, Andrea Sabbatini, 10000.0, 301.0, 4.6, 100, 16, 5, 3, 3, 2019년 6월 27일, http://www.andreasabbatini.com/LogicGames.aspx, Andrea+Sabbatini, 
[2019-09-27 08:11:23,373][DEBUG|parseNewProvider.py:29] >> 점핑스타 (JUMPING STAR), 259350.0, com.appsweb.appS201901135c3a9d8be2405_5c3d48ac827ac, 건강/운동, adliving3team, 500.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 8일, http://jumpingstar.appsweb.kr, adliving3team, 
[2019-09-27 08:11:29,740][DEBUG|parseNewProvider.py:29] >> 발레핏 코리아 (BalletFIT Korea), 259351.0, com.balletfitkorea.app, 건강/운동, Siena Studio, 10.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 20일, http://balletfitkorea.com, Siena+Studio, 
[2019-09-27 08:11:41,344][DEBUG|parseNewProvider.py:29] >> 오프로드 자동차 충돌 시뮬레이터 : 빔 드라이브, 259353.0, com.canvas.offroad.car.crash.beam.accidents, 자동차, Canvas Illusion, 10000.0, 56.0, 2.8, 71, 17, 3, 7, 100, 2019년 7월 11일, mailto:contct.canvasillusion@gmail.com, Canvas+Illusion, 
[2019-09-27 08:11:47,838][DEBUG|parseNewProvider.py:29] >> 무모한 경주자 : 자전거 경주 게임 2018, 259354.0, com.canvas.recklessracer.bicycle.racinggames, 자동차 경주, Canvas Illusion, 10000.0, 127.0, 3.0, 100, 12, 14, 22, 100, 2018년 9월 19일, mailto:contct.canvasillusion@gmail.com, Canvas+Illusion, 
[2019-09-27 08:11:54,934][DEBUG|parseNewProvider.py:29] >> 스마트 배란측정기 오뷰 / SMART O'VIEW, 259355.0, com.cnode.oview2, 건강/운동, Intin Inc., 1000.0, 16.0, 3.0, 100, 0, 80, 80, 60, 2019년 7월 3일, http://www.oview.kr/, Intin+Inc., 
[2019-09-27 08:12:01,639][DEBUG|parseNewProvider.py:29] >> 어? 성경이 읽어지네! 개정판, 259356.0, com.ctree.icanreadbible, 교육, ctree, 1000.0, 10.0, 4.1, 100, 14, 0, 0, 28, 2019년 2월 28일, https://ctree4u.wixsite.com/ctree, ctree, 
[2019-09-27 08:12:07,976][DEBUG|parseNewProvider.py:29] >> 골프의 전설, 259357.0, com.daerigame.golfking, 스포츠, DAERISOFT, 10000.0, 269.0, 2.9, 87, 16, 21, 16, 100, 2019년 9월 25일, mailto:eliteded3626@gmail.com, , 5362355705811727981
[2019-09-27 08:12:14,369][DEBUG|parseNewProvider.py:29] >> Accident Engine Version Next 2018, 259358.0, com.diamondgames.accidentengine, 시뮬레이션, Diamond Entertainment, 100000.0, 961.0, 2.4, 45, 15, 5, 8, 100, 2018년 3월 5일, mailto:diamondgames@mail.com.tr, Diamond+Entertainment, 
[2019-09-27 08:12:20,754][DEBUG|parseNewProvider.py:29] >> 긱경제플랫폼 No.1 이고수로(재능마켓, 기술마켓,프리랜서마켓), 259359.0, com.egosuro.egosuro, 비즈니스, A&B communication,Inc., 10000.0, 87.0, 4.8, 100, 7, 1, 0, 2, 2019년 4월 8일, https://egosuro.com, A%26B+communication,Inc., 
[2019-09-27 08:12:27,381][DEBUG|parseNewProvider.py:29] >> File Manager, 259360.0, com.file.storage.manager.ftp.folders.explorer.android.app, 도구, Crazy Softech, 500000.0, 939.0, 3.3, 100, 14, 10, 8, 75, 2019년 9월 5일, http://crazysoftech.in/, , 7840942704756122757
[2019-09-27 08:12:33,707][DEBUG|parseNewProvider.py:29] >> AndroSensor Log Collector, 259361.0, com.fivasim.androsensor_logcollector, 도구, Fiv Asim, 10000.0, 178.0, 4.3, 100, 40, 15, 0, 11, 2013년 3월 10일, http://www.fivasim.com/androsensor.html, Fiv+Asim, 
[2019-09-27 08:12:39,984][DEBUG|parseNewProvider.py:29] >> '호식이두마리치킨 사장님, 259362.0, com.foodtechkorea.hosigi, 비즈니스, foodtech, 500.0, 0, 0, 0, 0, 0, 0, 0, 2018년 5월 30일, mailto:kbcho@foodtechkorea.co.kr, foodtech, 
[2019-09-27 08:12:46,292][DEBUG|parseNewProvider.py:29] >> 놀라운 개구리 대 상어 게임 Smilulator는, 259363.0, com.froggysharkycbr.meccalove, 시뮬레이션, iMekka Games, 5000.0, 19.0, 2.2, 33, 8, 8, 8, 100, 2019년 9월 2일, mailto:myuhameccka@gmail.com, iMekka+Games, 
[2019-09-27 08:12:52,497][DEBUG|parseNewProvider.py:29] >> 왕비의 맛, 259364.0, com.global.wfwd.google, 시뮬레이션, G-mei Network, 1000.0, 100.0, 3.2, 100, 0, 1, 0, 80, 2019년 9월 25일, mailto:global.support@37games.com, G-mei+Network, 
[2019-09-27 08:12:58,927][DEBUG|parseNewProvider.py:29] >> 쇠사슬로 묶인 자동차 경주 게임 3D, 259365.0, com.integergames.chainedcarsracing3d, 자동차 경주, Integer Best Free Games, 1000000.0, 4512.0, 2.8, 84, 8, 8, 11, 100, 2019년 6월 14일, https://www.integerfreegames.com, Integer+Best+Free+Games, 
[2019-09-27 08:13:05,278][DEBUG|parseNewProvider.py:29] >> ITSHU, 259366.0, com.itshu.byapps, 쇼핑, 브이에스인터내셔널, 1000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 9월 4일, http://itshu.co.kr/, %EB%B8%8C%EC%9D%B4%EC%97%90%EC%8A%A4%EC%9D%B8%ED%84%B0%EB%82%B4%EC%85%94%EB%84%90, 
[2019-09-27 08:13:11,574][DEBUG|parseNewProvider.py:29] >> 신의탑 랭킹 순위 - 하이랭커 순위정보, 259367.0, com.joannastudio.towerofgod, 엔터테인먼트, Joanna Studio, 1000.0, 12.0, 4.7, 100, 0, 0, 0, 9, 2019년 5월 23일, mailto:ilyeon2012@gmail.com, Joanna+Studio, 
[2019-09-27 08:13:23,287][DEBUG|parseNewProvider.py:29] >> ラブライブ！スクールアイドルフェスティバル ALL STARS, 259369.0, com.klab.lovelive.allstars, 롤플레잉, KLab, 100000.0, 4212.0, 4.6, 100, 4, 4, 0, 6, 2019년 9월 20일, https://lovelive-as.bushimo.jp/, KLab, 
[2019-09-27 08:13:29,545][DEBUG|parseNewProvider.py:29] >> otp_ivt, 259370.0, com.litto.onetopp, 금융, HaengTorr, 500.0, 0, 0, 0, 0, 0, 0, 0, 2019년 5월 30일, mailto:torresnuget@gmail.com, HaengTorr, 
[2019-09-27 08:13:35,810][DEBUG|parseNewProvider.py:29] >> 드랍더좀비, 259371.0, com.lv9.dtz, 캐주얼 게임, Level9, 5000.0, 23.0, 4.4, 100, 5, 5, 11, 5, 2019년 9월 23일, , Level9, 
[2019-09-27 08:13:42,255][DEBUG|parseNewProvider.py:29] >> 진동계, 259372.0, com.maruar.vibration, 도구, maruar, 5000.0, 72.0, 4.7, 100, 19, 3, 1, 1, 2019년 6월 14일, mailto:maruar.info@gmail.com, maruar, 
