[2019-09-09 07:35:07,571][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-09 07:35:24,281][DEBUG|parseNewProvider.py:29] >> 합체! 다이노 로봇 - 스밀로돈 공룡게임, 258451.0, air.theflash.f2game.DinoRobot56, 캐주얼 게임, FirstFox Games, 1000000.0, 1201.0, 4.5, 100, 5, 7, 1, 10, 2019년 7월 13일, http://m.gomsee.com, , 7309930463025033601
[2019-09-09 07:35:30,773][DEBUG|parseNewProvider.py:29] >> Virus Cleaner - Antivirus, Booster, Phone Clean, 258452.0, antivirus.anti.virus.cleaner.security.booster, 도구, Phone Clean Apps, 1000000.0, 11269.0, 4.6, 100, 12, 6, 2, 5, 2019년 8월 13일, http://advirus.mobicleaner.com/, Phone+Clean+Apps, 
[2019-09-09 07:35:37,458][DEBUG|parseNewProvider.py:29] >> Pro Bass, 258453.0, br.com.rodrigokolb.probass, 음악/오디오, Beans Mobile, 100000.0, 1505.0, 3.8, 100, 33, 16, 11, 32, 2017년 8월 7일, mailto:beans.contato@gmail.com, , 5349901731228187901
[2019-09-09 07:35:44,001][DEBUG|parseNewProvider.py:29] >> G1-(Happy Retro Game), 258454.0, cc.mamas.g1, 아케이드, LIU DE HUA, 1000.0, 15.0, 4.4, 100, 8, 0, 0, 16, 2019년 5월 5일, mailto:1391368903@qq.com, LIU+DE+HUA, 
[2019-09-09 07:35:51,065][DEBUG|parseNewProvider.py:29] >> Positive Thoughts Text, 258455.0, com.AppsHappyForYou.PositiveThoughtsText, 엔터테인먼트, Apps Happy For You, 1000.0, 11.0, 0, 0, 0, 0, 0, 0, 2019년 7월 10일, mailto:appshappyforyou@gmail.com, Apps+Happy+For+You, 
[2019-09-09 07:35:57,544][DEBUG|parseNewProvider.py:29] >> 황금똥-병맛게임, 258456.0, com.Goldshit.CREEPER_OM, 아케이드, CREEPER2652, 1000.0, 42.0, 4.1, 100, 14, 14, 3, 22, 2017년 7월 24일, http://creeper2652.com, , 8834918697203413237
[2019-09-09 07:36:04,274][DEBUG|parseNewProvider.py:29] >> Furious Car Driving 2017, 258457.0, com.MobimiGames.FuriousCarDriving, 자동차 경주, Mobimi Games, 5000000.0, 20945.0, 3.9, 100, 15, 12, 10, 28, 2019년 6월 27일, http://www.mobimigames.com, Mobimi+Games, 
[2019-09-09 07:36:10,963][DEBUG|parseNewProvider.py:29] >> 바둑배우기 (정석), 258458.0, com.SMengineering.Badukjungsuk, 보드, Yun Sung-Min, 10000.0, 11.0, 4.1, 100, 28, 0, 0, 28, 2018년 9월 19일, http://smengineering.tistory.com/, Yun+Sung-Min, 
[2019-09-09 07:36:17,214][DEBUG|parseNewProvider.py:29] >> 浮気サレ女～気付けば「サレ女」だった, 258459.0, com.abiru.uwakiBest, 시뮬레이션, MASK LLC., 100000.0, 7931.0, 4.0, 100, 20, 17, 10, 18, 2019년 6월 7일, mailto:komiya0816@yahoo.co.jp, MASK+LLC., 
[2019-09-09 07:36:24,149][DEBUG|parseNewProvider.py:29] >> 사무라이 전사의 복수, 258460.0, com.action.revengeofsamurai, 액션, Acadi Games, 100000.0, 3149.0, 3.9, 100, 12, 14, 6, 27, 2019년 9월 4일, mailto:gamesacadi@gmail.com, Acadi+Games, 
[2019-09-09 07:36:30,558][DEBUG|parseNewProvider.py:29] >> Eden Mart, 258461.0, com.akhil.edanmart, 식음료, Akhil Johnny, 100.0, 7.0, 0, 0, 0, 0, 0, 0, 2018년 2월 11일, mailto:akhil.thyvelikkakath@gmail.com, Akhil+Johnny, 
[2019-09-09 07:36:37,228][DEBUG|parseNewProvider.py:29] >> Toy Remote Control, 258462.0, com.blackdevelopers.toyremotecontrol, 엔터테인먼트, BlackDevelopers, 10000.0, 41.0, 0, 0, 0, 0, 0, 0, 2019년 7월 27일, http://blackdevelopers.net, , 4747658071436615443
[2019-09-09 07:36:43,812][DEBUG|parseNewProvider.py:29] >> 캔디스톤 - CANDYSTONE, 258463.0, com.cafe24.ec.pluscandystone, 쇼핑, cafe24 PLUSAPP_4, 1000.0, 6.0, 4.8, 100, 20, 0, 0, 0, 2019년 8월 21일, http://candystone.co.kr/, cafe24+PLUSAPP_4, 
[2019-09-09 07:36:50,333][DEBUG|parseNewProvider.py:29] >> World on Fire, 258464.0, com.camelgames.wofnew, 전략, Camel Games, Inc, 50000.0, 1875.0, 4.5, 100, 20, 10, 2, 5, 2019년 9월 5일, mailto:wofsupport@camel4u.com, Camel+Games,+Inc, 
[2019-09-09 07:36:56,766][DEBUG|parseNewProvider.py:29] >> MyNBA2K20, 258465.0, com.catdaddy.mynba2k20, 스포츠, 2K, Inc., 100000.0, 2413.0, 1.5, 11, 1, 4, 8, 100, 2019년 8월 20일, http://support.2k.com/, , 6681606924556273560
[2019-09-09 07:37:03,376][DEBUG|parseNewProvider.py:29] >> Retro Game Center (enjoy classic/emulation games), 258466.0, com.chg.retrogamecenter, 아케이드, Coyote Hills Games, 100000.0, 3454.0, 3.9, 100, 29, 10, 6, 32, 2019년 8월 21일, https://coyotehillsstudio.github.io/retrogamecenter/, Coyote+Hills+Games, 
[2019-09-09 07:37:15,434][DEBUG|parseNewProvider.py:29] >> Best Couple in Christ Quotes & Bible Verses, 258468.0, com.cylonblastmobileapps.coupleinchristquotes, 엔터테인먼트, Cylonblast Mobile Apps, 5000.0, 26.0, 0, 0, 0, 0, 0, 0, 2019년 8월 31일, http://cylonblast15.blogspot.my/, Cylonblast+Mobile+Apps, 
[2019-09-09 07:37:29,552][DEBUG|parseNewProvider.py:29] >> Super Model Growth Diary, 258470.0, com.fatcat.SuperModelGrowthDiary, 엔터테인먼트, lemonbab, 500000.0, 2935.0, 0, 0, 0, 0, 0, 0, 2019년 9월 4일, mailto:betterplayapp@hotmail.com, lemonbab, 
[2019-09-09 07:37:35,945][DEBUG|parseNewProvider.py:29] >> My Football Live App, 258471.0, com.ffa.hal, 스포츠, Telstra Digital Media, 100000.0, 823.0, 0, 0, 0, 0, 0, 0, 2019년 8월 6일, https://www.ffa.com.au/, Telstra+Digital+Media, 
[2019-09-09 07:37:42,810][DEBUG|parseNewProvider.py:29] >> 강의바다 경비지도사, 258472.0, com.gangebadagb.byapps, 교육, 강의바다(주), 1000.0, 0, 0, 0, 0, 0, 0, 0, 2016년 9월 22일, http://www.gangebada.com, %EA%B0%95%EC%9D%98%EB%B0%94%EB%8B%A4%28%EC%A3%BC%29, 
[2019-09-09 07:37:49,183][DEBUG|parseNewProvider.py:29] >> GeoZilla의 가족 위치 추적기. Find Your Family, 258473.0, com.geozilla.family, 라이프스타일, GeoZilla, 1000000.0, 9703.0, 4.3, 100, 14, 8, 1, 14, 2019년 8월 28일, http://geozilla.com, , 8894253872334783891
[2019-09-09 07:37:55,754][DEBUG|parseNewProvider.py:29] >> 노티올 - 삭제된 메시지, 카톡 미리보기, 페메 몰래보기, 디엠 DM 미리보기, 사진 보기, 258474.0, com.hstudio.lockscreen.line, 데이트, H.Studio, 500.0, 33.0, 4.2, 100, 0, 4, 8, 20, 2019년 8월 28일, mailto:all.free.gaane@gmail.com, H.Studio, 
[2019-09-09 07:38:02,773][DEBUG|parseNewProvider.py:29] >> 돈버는 취미 재테크, 258475.0, com.junepoplists.moneyhobby, 라이프스타일, Lily Sound, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 6월 19일, mailto:junepop1902751896@gmail.com, Lily+Sound, 
[2019-09-09 07:38:09,392][DEBUG|parseNewProvider.py:29] >> LS&Co. Partner Playbook, 258476.0, com.levi.partnerplaybook, 교육, Levi Strauss & Co., 10000.0, 82.0, 0, 0, 0, 0, 0, 0, 2018년 11월 5일, https://www.levistrauss.com, Levi+Strauss+%26+Co., 
