[2019-09-08 07:35:07,474][DEBUG|parseNewProvider.py:85] >>  Hello Parser! 
[2019-09-08 07:35:16,082][DEBUG|parseNewProvider.py:29] >> Supercars Official App, 258390.0, au.com.supercars, 스포츠, Supercars, 50000.0, 343.0, 0, 0, 0, 0, 0, 0, 2018년 8월 21일, http://www.supercars.com, Supercars, 
[2019-09-08 07:35:22,574][DEBUG|parseNewProvider.py:29] >> 아이즈원 Final 퀴즈, 258391.0, com.Klesis.IzoneFinalQuiz, 퀴즈, Klesis, 1000.0, 28.0, 4.0, 100, 17, 17, 11, 17, 2019년 8월 25일, mailto:dinamis76@gmail.com, Klesis, 
[2019-09-08 07:35:29,011][DEBUG|parseNewProvider.py:29] >> Helix Smash : Halloween Edition, 258392.0, com.LgribGames.lovehelix1, 액션, Lgrib Studio, 10000.0, 64.0, 3.7, 100, 5, 19, 16, 36, 2019년 8월 6일, mailto:lgribstudio@gmail.com, Lgrib+Studio, 
[2019-09-08 07:35:35,097][DEBUG|parseNewProvider.py:29] >> Branny Granny 2: Scary Mad Games Mod 2019, 258393.0, com.MadBrannyGranny.HorrorMod, 어드벤처, GrifithEma Studio, 100000.0, 497.0, 3.6, 100, 16, 18, 9, 43, 2019년 7월 28일, mailto:imanewel.grifith@gmail.com, GrifithEma+Studio, 
[2019-09-08 07:35:41,158][DEBUG|parseNewProvider.py:29] >> Sponge Branny & The Scary Granny Horror Mod House, 258394.0, com.SpongeBrannyGranny.horrorbasicsmod, 어드벤처, Scott.Deprimo, 100000.0, 256.0, 0, 0, 0, 0, 0, 0, 2019년 7월 26일, mailto:scott.deprimo@gmail.com, Scott.Deprimo, 
[2019-09-08 07:35:47,526][DEBUG|parseNewProvider.py:29] >> 눈썹 메이크업 사진, 258395.0, com.adit.eyebrow, 사진, Adit Apps, 500000.0, 1891.0, 0, 0, 0, 0, 0, 0, 2018년 4월 3일, mailto:aditapps@gmail.com, Adit+Apps, 
[2019-09-08 07:35:53,733][DEBUG|parseNewProvider.py:29] >> Desktop FullScreen Web Browser, 258396.0, com.app.vvfullscreendesktopwebbrowserapp, 커뮤니케이션, SparklingApps, 100000.0, 1236.0, 3.0, 93, 33, 8, 18, 100, 2019년 4월 28일, mailto:SparklingAppsInc@mail.com, SparklingApps, 
[2019-09-08 07:36:00,241][DEBUG|parseNewProvider.py:29] >> 여원미디어, 258397.0, com.aropakorea.yeowon, 교육, CHSOFT, 1000.0, 7.0, 4.4, 100, 0, 0, 0, 16, 2017년 7월 12일, http://www.tantani.com, CHSOFT, 
[2019-09-08 07:36:06,501][DEBUG|parseNewProvider.py:29] >> 로봇 자동차 게임 : 최고의 로봇 변형, 258398.0, com.brilliantgamez.real.hippo.robot.car.city.battle.transform, 만화, Brilliant Gamez, 100000.0, 76.0, 0, 0, 0, 0, 0, 0, 2019년 8월 27일, http://www.brilliantgamez.com, Brilliant+Gamez, 
[2019-09-08 07:36:12,736][DEBUG|parseNewProvider.py:29] >> 네버다이 - NEVERDIE, 258399.0, com.cafe24.ec.plusachats2, 쇼핑, Achats Group, 10.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 14일, https://nd247.kr/, Achats+Group, 
[2019-09-08 07:36:24,316][DEBUG|parseNewProvider.py:29] >> 최종병기소녀, 258401.0, com.crablue.weapongirl, 시뮬레이션, 크래블루, 1000.0, 101.0, 4.2, 100, 17, 10, 1, 19, 2019년 9월 7일, mailto:urikklim@gmail.com, , 7140336752271328373
[2019-09-08 07:36:30,352][DEBUG|parseNewProvider.py:29] >> 한국 무료 VPN, 258402.0, com.create1.vpn, 도구, Sangzellosy, 1000.0, 80.0, 0, 0, 0, 0, 0, 0, 2019년 8월 30일, https://freevpn.zone, Sangzellosy, 
[2019-09-08 07:36:36,647][DEBUG|parseNewProvider.py:29] >> 매일보는 영어 - 영어공부, 평생무료, 영단어, 영어발음, 회화, 258403.0, com.everyc.eng, 교육, 위즈더플래닛, 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 23일, mailto:wiztheplanet@gmail.com, %EC%9C%84%EC%A6%88%EB%8D%94%ED%94%8C%EB%9E%98%EB%8B%9B, 
[2019-09-08 07:36:48,210][DEBUG|parseNewProvider.py:33] >> Unicorn Frost Cakes - Rainbow Cake Bakery Games, 258405.0, com.funpop.android_unicorncake, 교육, FunPop, 1000000.0, 3344.0, 3.8, 100, 18, 8, 10, 33, 2019년 8월 19일, None, FunPop, 
[2019-09-08 07:36:54,608][DEBUG|parseNewProvider.py:33] >> Cleo - A funny colorful labyrinth puzzle game, 258406.0, com.games.cleo, 퍼즐, AsgardSoft, 10000.0, 150.0, 0, 0, 0, 0, 0, 0, 2019년 8월 5일, None, , 8170592391755333851
[2019-09-08 07:37:00,866][DEBUG|parseNewProvider.py:29] >> Glitch Art  Pro, 258407.0, com.glitch.pro, 사진, Photo Art Inc., 100000.0, 276.0, 0, 0, 0, 0, 0, 0, 2019년 9월 3일, mailto:adgjl051@gmail.com, Photo+Art+Inc., 
[2019-09-08 07:37:07,122][DEBUG|parseNewProvider.py:29] >> Momoo Scary Granny- Free horror game 2019, 258408.0, com.grannymomo.scarymomo.momo2k19, 액션, SUPER Group Co.,Ltd, 100000.0, 200.0, 3.7, 100, 4, 6, 7, 39, 2019년 7월 31일, mailto:supportgamegrannymomo2019@gmail.com, SUPER+Group+Co.,Ltd, 
[2019-09-08 07:37:13,689][DEBUG|parseNewProvider.py:33] >> Bunny Run - Bunny Rabbit Game, 258409.0, com.greenteagames.bunnyrunracing, 시뮬레이션, Green Tea Games, 1000000.0, 1946.0, 4.1, 100, 11, 12, 4, 23, 2019년 5월 24일, None, , 8086266740700000611
[2019-09-08 07:37:20,265][DEBUG|parseNewProvider.py:29] >> 애드가드 자동해제 (삼성페이와 애드가드 신버전, adguard off), 258410.0, com.haewonlee.android.adguardoff, 도구, GoldAnt, 500.0, 17.0, 4.2, 100, 7, 0, 0, 23, 2019년 3월 19일, http://haewonlee.tistory.com, , 5230614642723313824
[2019-09-08 07:37:26,872][DEBUG|parseNewProvider.py:29] >> 김용임 인기노래모음 - 트로트 히트곡 모음 무료 노래듣기, 258411.0, com.happymusic.musictrot1, 음악/오디오, Bang Bang Music Co., 100.0, 0, 0, 0, 0, 0, 0, 0, 2019년 8월 22일, mailto:bangonebangsoo@gmail.com, Bang+Bang+Music+Co., 
[2019-09-08 07:37:33,432][DEBUG|parseNewProvider.py:29] >> Hedera Wallet, 258412.0, com.hedera.wallet, 금융, Hedera Hashgraph LLC, 5000.0, 43.0, 4.7, 100, 8, 2, 0, 5, 2019년 8월 6일, https://hedera.com, Hedera+Hashgraph+LLC, 
[2019-09-08 07:37:39,727][DEBUG|parseNewProvider.py:29] >> Proxy Server, 258413.0, com.icecoldapps.proxyserver, 도구, Ice Cold Apps, 500000.0, 4938.0, 4.3, 100, 20, 10, 5, 12, 2013년 4월 8일, https://www.icecoldapps.com/, , 6016125024942124441
[2019-09-08 07:37:46,128][DEBUG|parseNewProvider.py:29] >> 이모 지 배경 체인저 - 그림 이모티콘 사진 편집기, 258414.0, com.judi.emojiphoto, 사진, Judi Studio, 500000.0, 22577.0, 4.8, 100, 4, 2, 0, 3, 2019년 7월 20일, mailto:judi.feedback@gmail.com, Judi+Studio, 
[2019-09-08 07:37:58,228][DEBUG|parseNewProvider.py:29] >> KiwiTV for Android 1.0, 258416.0, com.kiwitv, 엔터테인먼트, KiwiSat Co, 100.0, 5.0, 0, 0, 0, 0, 0, 0, 2019년 4월 19일, http://www.kiwitv.co, KiwiSat+Co, 
[2019-09-08 07:38:04,618][DEBUG|parseNewProvider.py:29] >> 구즉신협 - 더불어잘사는금융, 258417.0, com.loel.sinhub, 금융, ATRIUM Inc., 1000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 2월 14일, http://www.atrium.co.kr, ATRIUM+Inc., 
[2019-09-08 07:38:11,239][DEBUG|parseNewProvider.py:29] >> Hello granny horror craft maps, 258418.0, com.minecraftgranny.app, 아케이드, NV UHH, 1000000.0, 42707.0, 4.2, 100, 12, 10, 4, 18, 2019년 4월 1일, mailto:nv349570@gmail.com, NV+UHH, 
[2019-09-08 07:38:17,488][DEBUG|parseNewProvider.py:29] >> 왕초보 골프배우기, 258419.0, com.moall.kingolf, 쇼핑, Momstory, 1000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 7월 9일, https://www.kingolf.kr/, Momstory, 
[2019-09-08 07:38:23,978][DEBUG|parseNewProvider.py:29] >> We One Social App, 258420.0, com.neovationdxb.weone, 소셜, NeovationDXB, 1000.0, 0, 0, 0, 0, 0, 0, 0, 2019년 2월 14일, http://neovationdxb.com/, NeovationDXB, 
